species	rundate	headid	collection.date	population	position	Bdeadflowers	Bsingleseeds	Bsinglepappi	Bpappusseed	Beggcases	Ddeadflowers	Dsingleseeds	Dsinglepappi	Dpappusseed	Deggcases	Dtseeds	dissector	dissect.date	diameter 	intact.seeds	seed.id	plength	pwidth	drop.time	unattached.seeds 	cysts	stuck.seeds 	Aeggcases	Tseeds	Teggcases	seed.mass
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	4	13.2	24.6	3.72	10	0	1	0	124	0	0.0011
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	5	15.2	16.9	2.47	10	0	1	0	124	0	0.0012
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	6	11.9	20.1	3.505	10	0	1	0	124	0	0.0011
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	7	13.2	14.5	2.135	10	0	1	0	124	0	0.0006
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	8	13.6	10.5	2.15	10	0	1	0	124	0	0.0006
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	9	13.2	12.6	3.12	10	0	1	0	124	0	0.0005
a	8/9/2007	152	7/30/2007	I	NA	17	0	0	0	0	0	1	1	0	0	1	Emily.Haner	5/20/2008	22.2	112	10	13.2	14.7	2.44	10	0	1	0	124	0	0.0016
a	8/9/2007	153	7/30/2007	I	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/20/2008	19.8	0	NA	NA	NA	NA	0	2	13	6	13	6	NA
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	1	14	24.9	3.69	2	0	0	0	131	0	0.001
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	2	13	21.6	2.965	2	0	0	0	131	0	0.0011
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	3	13.7	25.4	3.25	2	0	0	0	131	0	0.0011
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	4	11.5	23.8	3.59	2	0	0	0	131	0	0.0009
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	5	13.8	26	3.22	2	0	0	0	131	0	0.001
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	6	14.3	23.1	4.04	2	0	0	0	131	0	0.0005
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	7	14.1	26.4	3.62	2	0	0	0	131	0	0.0007
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	8	15.2	23	3.595	2	0	0	0	131	0	0.001
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	9	11.6	21.7	3.09	2	0	0	0	131	0	0.0008
a	8/9/2007	154	7/30/2007	I	NA	145	88	110	0	0	7	10	18	0	0	10	Mason.Heberling	5/20/2008	19	31	10	13.2	25	3.44	2	0	0	0	131	0	0.0012
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	1	12.4	22.7	3.39	4	0	2	0	79	0	0.0008
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	2	13.8	18.7	2.25	4	0	2	0	79	0	0.0016
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	3	12.8	19.1	3.045	4	0	2	0	79	0	0.001
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	4	13	24.5	3.285	4	0	2	0	79	0	0.0006
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	5	13.4	14.1	1.825	4	0	2	0	79	0	0.0013
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	6	13	18.1	3.37	4	0	2	0	79	0	0.0007
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	7	13.8	23.1	3.25	4	0	2	0	79	0	0.0011
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	8	12.3	21	2.675	4	0	2	0	79	0	0.0013
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	9	13	17	2.455	4	0	2	0	79	0	0.0012
a	8/9/2007	155	7/30/2007	I	NA	32	19	21	0	0	6	4	5	0	0	4	Jennifer.Stella	5/20/2008	15.7	50	10	13	20.9	3.12	4	0	2	0	79	0	0.0008
a	8/9/2007	156	7/30/2007	I	NA	3	0	0	0	0	0	0	1	0	0	0	Jennifer.Stella	5/20/2008	17.9	0	NA	NA	NA	NA	0	4	0	5	0	5	NA
a	8/9/2007	157	7/30/2007	I	NA	12	0	4	0	0	4	0	0	1	0	1	Emily.Haner	5/20/2008	20.4	0	NA	NA	NA	NA	1	5	14	3	16	3	NA
a	8/9/2007	158	7/30/2007	I	NA	0	0	0	0	0	0	1	0	0	0	1	Emily.Haner	5/20/2008	19.2	0	NA	NA	NA	NA	0	2	2	2	3	2	NA
a	8/10/2007	159	7/30/2007	I	NA	45	31	32	1	0	2	0	4	0	0	0	Brosi.Bradley	5/20/2008	16.7	0	NA	NA	NA	NA	0	0	0	0	32	0	NA
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	1	16.5	23.9	2.075	23	0	7	0	177	0	0.0027
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	2	17.8	27.4	2.435	23	0	7	0	177	0	0.0025
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	3	16.3	28.6	2.495	23	0	7	0	177	0	0.0026
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	4	15.8	19.2	1.53	23	0	7	0	177	0	0.0022
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	5	15.7	23.9	2.05	23	0	7	0	177	0	0.0023
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	6	16.6	27.1	2.83	23	0	7	0	177	0	0.0024
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	7	17.5	20	1.895	23	0	7	0	177	0	0.0026
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	8	15.5	21.5	1.78	23	0	7	0	177	0	0.0024
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	9	17.3	26.2	2.08	23	0	7	0	177	0	0.0027
n	8/10/2007	160	7/25/2007	ES	NA	48	38	23	10	0	28	19	21	0	0	19	Jennifer.Stella	5/19/2008	26.9	80	10	17.2	29.4	2.605	23	0	7	0	177	0	0.0028
n	8/10/2007	161	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	3	0	Mason.Heberling	5/20/2008	59.6	0	NA	NA	NA	NA	0	50	0	76	0	79	NA
n	8/10/2007	162	7/25/2007	ES	NA	1	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/20/2008	40.4	0	NA	NA	NA	NA	0	16	0	27	0	27	NA
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	1	13.2	20.3	1.695	2	0	5	0	107	0	0.002
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	2	14	22.3	2.105	2	0	5	0	107	0	0.0021
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	3	14.5	21.9	1.825	2	0	5	0	107	0	0.0024
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	4	15.9	18.2	2.22	2	0	5	0	107	0	0.0013
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	5	13.1	20.7	2.045	2	0	5	0	107	0	0.0018
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	6	16.6	27	2.645	2	0	5	0	107	0	0.0027
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	7	16.2	19.2	2.09	2	0	5	0	107	0	0.002
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	8	13.3	12.1	2.19	2	0	5	0	107	0	0.0003
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	9	15.8	15.3	1.985	2	0	5	0	107	0	0.0015
n	8/10/2007	163	7/25/2007	ES	NA	70	20	15	2	0	20	14	17	2	0	16	Brosi.Bradley	5/20/2008	27.3	62	10	15.1	22.6	2.14	2	0	5	0	107	0	0.0017
n	8/10/2007	164	7/25/2007	ES	NA	0	0	0	0	0	2	0	0	0	0	0	Brosi.Bradley	5/16/2008	52.6	0	NA	NA	NA	NA	0	47	0	95	0	95	NA
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	1	17.9	32.6	2.605	2	0	3	0	89	0	0.0028
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	2	16.3	31.4	2.71	2	0	3	0	89	0	0.0027
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	3	15.3	31.2	2.545	2	0	3	0	89	0	0.0027
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	4	17.6	32.7	2.85	2	0	3	0	89	0	0.0029
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	5	17.3	34.1	2.56	2	0	3	0	89	0	0.0028
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	6	18.5	23.4	2.44	2	0	3	0	89	0	0.0025
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	7	17.4	23.2	1.97	2	0	3	0	89	0	0.0028
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	8	15.5	28	3.33	2	0	3	0	89	0	0.0017
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	9	15.7	28.1	2.345	2	0	3	0	89	0	0.003
n	8/10/2007	165	7/25/2007	ES	NA	72	50	53	0	0	24	21	27	1	0	22	Mason.Heberling	5/19/2008	25.6	12	10	18.5	30.7	2.34	2	0	3	0	89	0	0.0028
n	8/10/2007	166	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Emily.Haner	5/20/2008	41.4	0	NA	NA	NA	NA	0	14	1	9	1	9	NA
n	8/10/2007	167	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Megan.Lundgren	5/20/2008	40.2	0	NA	NA	NA	NA	0	14	0	50	0	50	NA
n	8/10/2007	168	7/25/2007	ES	NA	0	8	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/19/2008	38.8	0	NA	NA	NA	NA	0	23	0	28	8	28	NA
n	8/10/2007	169	7/25/2007	ES	NA	0	0	1	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	46.5	0	NA	NA	NA	NA	0	24	0	41	0	41	NA
n	8/10/2007	170	7/25/2007	ES	NA	1	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/19/2008	40.1	0	NA	NA	NA	NA	0	10	0	21	0	21	NA
n	8/10/2007	171	7/25/2007	ES	NA	0	1	0	0	2	0	0	0	0	0	0	Mason.Heberling	5/20/2008	32.8	0	NA	NA	NA	NA	0	37	0	58	1	60	NA
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	1	20.6	32.9	2.48	2	0	0	0	24	0	0.0028
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	2	20.3	20.4	2	2	0	0	0	24	0	0.0023
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	3	20.7	28.1	2.82	2	0	0	0	24	0	0.0023
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	4	20.5	23.3	2.355	2	0	0	0	24	0	0.002
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	5	20.4	27.7	2.485	2	0	0	0	24	0	0.0028
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	6	21.2	25	2.685	2	0	0	0	24	0	0.0026
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	7	19.7	20.8	1.765	2	0	0	0	24	0	0.0024
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	8	20.3	19.4	1.825	2	0	0	0	24	0	0.0022
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	9	21	27.6	2.515	2	0	0	0	24	0	0.0026
n	8/10/2007	172	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Mason.Heberling	5/19/2008	27.9	22	10	20.3	26.3	2.425	2	0	0	0	24	0	0.0022
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	1	17	25.4	2.565	1	0	1	0	54	0	0.002
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	2	15.9	28.5	3.245	1	0	1	0	54	0	0.0022
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	3	14.7	19.6	1.67	1	0	1	0	54	0	0.002
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	4	16.9	27.5	2.66	1	0	1	0	54	0	0.002
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	5	17.4	19.7	2.735	1	0	1	0	54	0	0.0012
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	6	16.8	30.1	3.22	1	0	1	0	54	0	0.0022
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	7	17.3	23.7	2.325	1	0	1	0	54	0	0.0022
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	8	17.2	18.6	1.955	1	0	1	0	54	0	0.0018
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	9	16.8	25	2.595	1	0	1	0	54	0	0.0022
n	8/10/2007	173	7/25/2007	ES	NA	30	25	20	2	0	20	6	12	0	0	6	Mason.Heberling	5/19/2008	23.2	19	10	16.4	18.6	1.93	1	0	1	0	54	0	0.0024
n	8/10/2007	174	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/16/2008	45	0	NA	NA	NA	NA	0	23	0	37	0	37	NA
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	1	18.6	34.7	3.6	10	0	3	0	169	0	0.0024
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	2	18.9	31.2	3.09	10	0	3	0	169	0	0.0025
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	3	17.6	24.6	2.785	10	0	3	0	169	0	0.0016
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	4	17.1	25.7	2.28	10	0	3	0	169	0	0.0021
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	5	17	24.2	2.44	10	0	3	0	169	0	0.0016
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	6	18.3	31.2	3.59	10	0	3	0	169	0	0.0022
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	7	17.4	27.4	3.14	10	0	3	0	169	0	0.0014
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	8	16.5	28.4	2.455	10	0	3	0	169	0	0.0021
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	9	17.9	31.7	2.87	10	0	3	0	169	0	0.002
n	8/10/2007	175	7/25/2007	ES	NA	32	35	21	3	0	52	25	23	0	0	25	Jennifer.Stella	5/19/2008	22.6	93	10	18	27.7	3.355	10	0	3	0	169	0	0.0016
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	1	21.8	20.5	1.555	0	0	2	0	23	0	0.0019
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	2	18.6	24.1	2.545	0	0	2	0	23	0	0.0017
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	3	18.9	16.4	1.575	0	0	2	0	23	0	0.0018
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	4	19.5	20.5	1.85	0	0	2	0	23	0	0.0021
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	5	19.7	17.5	1.735	0	0	2	0	23	0	0.002
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	6	19.4	19.1	1.83	0	0	2	0	23	0	0.0019
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	7	19.2	25.6	2.185	0	0	2	0	23	0	0.002
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	8	18.7	18.9	1.545	0	0	2	0	23	0	0.0018
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	9	19.5	20.5	2.205	0	0	2	0	23	0	0.0019
n	8/10/2007	176	7/25/2007	ES	NA	0	0	0	0	0	1	0	0	0	0	0	Brosi.Bradley	5/15/2008	27.1	21	10	19.7	27.6	2.33	0	0	2	0	23	0	0.002
n	8/10/2007	177	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/20/2008	33.7	0	NA	NA	NA	NA	0	8	0	11	0	11	NA
n	8/10/2007	178	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Katie.Marchetto	5/16/2008	48	0	NA	NA	NA	NA	0	43	0	61	0	61	NA
n	8/10/2007	179	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley/Megan.Lundgren	5/15/2008	58.3	NA	NA	NA	NA	NA	0	7	8	30	NA	30	NA
n	8/10/2007	180	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/20/2008	38.2	2	1	11.1	4.5	0.78	1	14	3	15	6	15	0.002
n	8/10/2007	180	7/25/2007	ES	NA	0	0	0	0	0	0	0	0	0	0	0	Brosi.Bradley	5/20/2008	38.2	2	2	10.8	6.4	0.845	1	14	3	15	6	15	0.0019
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	1	20	39.5	4	3	0	0	1	48	1	0.0022
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	2	20.8	25.4	2.485	3	0	0	1	48	1	0.0022
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	3	19.1	21.2	2.3	3	0	0	1	48	1	0.0021
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	4	19.7	28.3	3.215	3	0	0	1	48	1	0.0022
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	5	20.4	31.1	2.855	3	0	0	1	48	1	0.0021
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	6	20.4	21.3	2.03	3	0	0	1	48	1	0.0024
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	7	19.4	20	1.875	3	0	0	1	48	1	0.002
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	8	20.2	30.5	3.075	3	0	0	1	48	1	0.0022
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	9	19.2	35	3.75	3	0	0	1	48	1	0.0022
n	8/10/2007	181	7/25/2007	ES	NA	7	0	0	0	0	6	0	0	0	0	0	Brosi.Bradley	5/19/2008	33.6	45	10	20.4	16.6	1.675	3	0	0	1	48	1	0.0022
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	1	18.3	34.7	2.44	25	0	4	0	196	0	0.0029
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	2	18.2	36.1	2.735	25	0	4	0	196	0	0.003
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	3	17.3	28.2	2.265	25	0	4	0	196	0	0.0027
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	4	20.3	39.6	3.665	25	0	4	0	196	0	0.003
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	5	16.7	32.2	2.095	25	0	4	0	196	0	0.0027
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	6	18.4	33.9	2.97	25	0	4	0	196	0	0.0025
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	7	19.2	34.5	2.81	25	0	4	0	196	0	0.003
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	8	19.8	34.1	2.78	25	0	4	0	196	0	0.0031
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	9	16	33.8	1.98	25	0	4	0	196	0	0.0031
n	8/10/2007	182	7/25/2007	ES	NA	164	20	29	90	0	56	26	25	2	0	28	Brosi.Bradley	5/16/2008	30.6	29	10	19.4	37.4	3.465	25	0	4	0	196	0	0.0033
n	8/10/2007	183	7/25/2007	ES	NA	0	0	0	0	2	0	0	0	0	0	0	Mason.Heberling	5/19/2008	40.1	0	NA	NA	NA	NA	0	26	0	39	0	41	NA
n	8/10/2007	184	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/19/2008	14.5	0	NA	NA	NA	NA	0	0	0	0	0	0	NA
n	8/10/2007	185	7/25/2007	ES	NA	2	0	0	0	0	0	0	0	0	0	0	Jennifer.Stella	5/19/2008	21.6	14	1	16.4	21	2.29	2	0	0	0	16	0	0.0026
